Alpha,Corr,r2,ztrans2,zc,N2
0.1,EXP:PWOM,-0.13,-0.13073985,0.027829983,3084.240847
0.1,EXP:PWOM,-0.12,-0.120581028,0.0269454,3317.364078
0.1,EXP:PWOM,-0.11,-0.110446916,0.026014157,3588.930818
0.1,EXP:PWOM,-0.1,-0.100335348,0.025029858,3909.550439
0.1,EXP:PWOM,-0.09,-0.090244188,0.023984541,4294.181136
0.1,EXP:PWOM,-0.08,-0.080171325,0.022868054,4764.637374
0.1,EXP:PWOM,-0.07,-0.070114671,0.021667064,5354.07524
0.1,EXP:PWOM,-0.06,-0.060072156,0.020363461,6115.566477
0.1,EXP:PWOM,-0.05,-0.050041729,0.018931448,7139.948903
0.1,EXP:PWOM,-0.04,-0.040021354,0.01733215,8597.365132
0.1,EXP:PWOM,-0.03,-0.030009005,0.015501317,10850.45695
0.1,EXP:PWOM,-0.02,-0.020002667,0.013317452,14846.01455
0.1,EXP:PWOM,-0.01,-0.010000333,0.010484629,24203.10028
0.05,EXP:PWOM,-0.99,-2.646652412,0.081169375,174.0581015
0.05,EXP:PWOM,-0.98,-2.297559925,0.079447686,199.6023794
0.05,EXP:PWOM,-0.97,-2.09229572,0.078240148,218.5333459
0.05,EXP:PWOM,-0.96,-1.945910149,0.077267612,234.4297596
0.05,EXP:PWOM,-0.95,-1.831780823,0.076433333,248.5527667
0.05,EXP:PWOM,-0.94,-1.738049345,0.075691118,261.5116602
0.05,EXP:PWOM,-0.93,-1.65839002,0.07501498,273.65321
0.05,EXP:PWOM,-0.92,-1.589026915,0.0743887,285.1962534
0.05,EXP:PWOM,-0.91,-1.527524425,0.073801376,296.2892431
0.05,EXP:PWOM,-0.9,-1.47221949,0.07324533,307.0384466
0.05,EXP:PWOM,-0.89,-1.421925871,0.072714882,317.5232501
0.05,EXP:PWOM,-0.88,-1.375767657,0.072205754,327.8050172
0.05,EXP:PWOM,-0.87,-1.33307963,0.071714567,337.9326176
0.05,EXP:PWOM,-0.86,-1.293344672,0.071238637,347.9459458
0.05,EXP:PWOM,-0.85,-1.256152812,0.070775806,357.8782958
0.05,EXP:PWOM,-0.84,-1.221173518,0.070324258,367.7580457
0.05,EXP:PWOM,-0.83,-1.188136404,0.069882504,377.6097968
0.05,EXP:PWOM,-0.82,-1.156817465,0.06944923,387.4552888
0.05,EXP:PWOM,-0.81,-1.127029026,0.069023345,397.3139885
0.05,EXP:PWOM,-0.8,-1.098612289,0.068603903,407.2036033
0.05,EXP:PWOM,-0.79,-1.071431684,0.068190066,417.1404738
0.05,EXP:PWOM,-0.78,-1.045370548,0.067781097,427.1398636
0.05,EXP:PWOM,-0.77,-1.020327758,0.067376349,437.2161993
0.05,EXP:PWOM,-0.76,-0.996215082,0.066975192,447.3833159
0.05,EXP:PWOM,-0.75,-0.972955075,0.066577141,457.6545168
0.05,EXP:PWOM,-0.74,-0.950479381,0.066181667,468.0428512
0.05,EXP:PWOM,-0.73,-0.928727364,0.065788343,478.5611183
0.05,EXP:PWOM,-0.72,-0.907644983,0.065396765,489.2220278
0.05,EXP:PWOM,-0.71,-0.887183863,0.065006528,500.0383167
0.05,EXP:PWOM,-0.7,-0.867300528,0.064617297,511.0227675
0.05,EXP:PWOM,-0.69,-0.847955755,0.064228726,522.1883589
0.05,EXP:PWOM,-0.68,-0.829114038,0.063840503,533.5482977
0.05,EXP:PWOM,-0.67,-0.810743125,0.063452316,545.1161245
0.05,EXP:PWOM,-0.66,-0.792813632,0.063063884,556.905752
0.05,EXP:PWOM,-0.65,-0.775298706,0.062674929,568.9315617
0.05,EXP:PWOM,-0.64,-0.758173745,0.062285191,581.208463
0.05,EXP:PWOM,-0.63,-0.741416144,0.061894398,593.7519964
0.05,EXP:PWOM,-0.62,-0.725005088,0.061502298,606.5783783
0.05,EXP:PWOM,-0.61,-0.708921359,0.06110866,619.7045687
0.05,EXP:PWOM,-0.6,-0.693147181,0.060713227,633.1484267
0.05,EXP:PWOM,-0.59,-0.677666068,0.060315753,646.9287469
0.05,EXP:PWOM,-0.58,-0.662462707,0.059916017,661.0653392
0.05,EXP:PWOM,-0.57,-0.647522845,0.059513773,675.5792026
0.05,EXP:PWOM,-0.56,-0.632833187,0.059108771,690.4926135
0.05,EXP:PWOM,-0.55,-0.618381314,0.05870079,705.8292005
0.05,EXP:PWOM,-0.54,-0.604155603,0.058289567,721.6141874
0.05,EXP:PWOM,-0.53,-0.59014516,0.057874884,737.8744085
0.05,EXP:PWOM,-0.52,-0.576339755,0.057456486,754.638612
0.05,EXP:PWOM,-0.51,-0.562729769,0.057034103,771.9376057
0.05,EXP:PWOM,-0.5,-0.549306144,0.056607494,789.804392
0.05,EXP:PWOM,-0.49,-0.536060337,0.056176396,808.2744746
0.05,EXP:PWOM,-0.48,-0.522984278,0.055740516,827.3861538
0.05,EXP:PWOM,-0.47,-0.510070337,0.05529961,847.1806326
0.05,EXP:PWOM,-0.46,-0.497311288,0.054853356,867.702624
0.05,EXP:PWOM,-0.45,-0.484700279,0.054401471,889.0004491
0.05,EXP:PWOM,-0.44,-0.472230804,0.053943648,911.1265998
0.05,EXP:PWOM,-0.43,-0.459896681,0.053479555,934.1381943
0.05,EXP:PWOM,-0.42,-0.447692024,0.05300884,958.0975268
0.05,EXP:PWOM,-0.41,-0.435611223,0.052531178,983.0725211
0.05,EXP:PWOM,-0.4,-0.42364893,0.052046181,1009.137673
0.05,EXP:PWOM,-0.39,-0.411800034,0.051553468,1036.374663
0.05,EXP:PWOM,-0.38,-0.40005965,0.051052621,1064.873395
0.05,EXP:PWOM,-0.37,-0.3884231,0.050543201,1094.733007
0.05,EXP:PWOM,-0.36,-0.376885901,0.050024758,1126.063079
0.05,EXP:PWOM,-0.35,-0.365443754,0.049496795,1158.985164
0.05,EXP:PWOM,-0.34,-0.354092529,0.048958807,1193.634363
0.05,EXP:PWOM,-0.33,-0.342828254,0.048410242,1230.161397
0.05,EXP:PWOM,-0.32,-0.331647109,0.047850489,1268.735013
0.05,EXP:PWOM,-0.31,-0.320545409,0.047278934,1309.544514
0.05,EXP:PWOM,-0.3,-0.309519604,0.046694889,1352.803316
0.05,EXP:PWOM,-0.29,-0.298566264,0.04609763,1398.752745
0.05,EXP:PWOM,-0.28,-0.287682072,0.045486353,1447.666977
0.05,EXP:PWOM,-0.27,-0.276863823,0.044860196,1499.858704
0.05,EXP:PWOM,-0.26,-0.266108407,0.044218249,1555.686088
0.05,EXP:PWOM,-0.25,-0.255412812,0.043559466,1615.561882
0.05,EXP:PWOM,-0.24,-0.244774113,0.04288275,1679.963663
0.05,EXP:PWOM,-0.23,-0.234189467,0.042186868,1749.447682
0.05,EXP:PWOM,-0.22,-0.223656109,0.041470476,1824.665534
0.05,EXP:PWOM,-0.21,-0.213171347,0.040732066,1906.385951
0.05,EXP:PWOM,-0.2,-0.202732554,0.039969954,1995.522374
0.05,EXP:PWOM,-0.19,-0.192337169,0.039182289,2093.168569
0.05,EXP:PWOM,-0.18,-0.181982689,0.038366949,2200.646524
0.05,EXP:PWOM,-0.17,-0.171666664,0.037521538,2319.569102
0.05,EXP:PWOM,-0.16,-0.161386696,0.036643316,2451.925537
0.05,EXP:PWOM,-0.15,-0.151140436,0.035729155,2600.198322
0.05,EXP:PWOM,-0.14,-0.140925576,0.034775367,2767.528965
0.05,EXP:PWOM,-0.13,-0.13073985,0.033777666,2957.952231
0.05,EXP:PWOM,-0.12,-0.120581028,0.032730943,3176.742053
0.05,EXP:PWOM,-0.11,-0.110446916,0.031629061,3430.930866
0.05,EXP:PWOM,-0.1,-0.100335348,0.030464504,3730.117545
0.05,EXP:PWOM,-0.09,-0.090244188,0.029227914,4087.768652
0.05,EXP:PWOM,-0.08,-0.080171325,0.027907347,4523.410587
0.05,EXP:PWOM,-0.07,-0.070114671,0.026487168,5066.517325
0.05,EXP:PWOM,-0.06,-0.060072156,0.024946198,5763.873297
0.05,EXP:PWOM,-0.05,-0.050041729,0.023254416,6694.715852
0.05,EXP:PWOM,-0.04,-0.040021354,0.021366574,8005.465376
0.05,EXP:PWOM,-0.03,-0.030009005,0.019208549,10002.35678
0.05,EXP:PWOM,-0.02,-0.020002667,0.016641423,13462.23794
0.05,EXP:PWOM,-0.01,-0.010000333,0.013333726,21197.95356
0.01,EXP:PWOM,-0.99,-2.646652412,0.107182057,168.5505429
0.01,EXP:PWOM,-0.98,-2.297559925,0.104971031,193.1368774
0.01,EXP:PWOM,-0.97,-2.09229572,0.103419691,211.3370567
0.01,EXP:PWOM,-0.96,-1.945910149,0.1021699,226.6063969
0.01,EXP:PWOM,-0.95,-1.831780823,0.101097519,240.1621695
0.01,EXP:PWOM,-0.94,-1.738049345,0.100143291,252.5923193
0.01,EXP:PWOM,-0.93,-1.65839002,0.099273859,264.2313848
0.01,EXP:PWOM,-0.92,-1.589026915,0.098468397,275.2904273
0.01,EXP:PWOM,-0.91,-1.527524425,0.097712916,285.9125727
0.01,EXP:PWOM,-0.9,-1.47221949,0.096997566,296.2002299
0.01,EXP:PWOM,-0.89,-1.421925871,0.096315067,306.2298625
0.01,EXP:PWOM,-0.88,-1.375767657,0.095659899,316.0605503
0.01,EXP:PWOM,-0.87,-1.33307963,0.095027742,325.739297
0.01,EXP:PWOM,-0.86,-1.293344672,0.094415167,335.3044356
0.01,EXP:PWOM,-0.85,-1.256152812,0.093819369,344.7879459
0.01,EXP:PWOM,-0.84,-1.221173518,0.093238015,354.2170467
0.01,EXP:PWOM,-0.83,-1.188136404,0.092669203,363.6152916
0.01,EXP:PWOM,-0.82,-1.156817465,0.092111255,373.0034712
0.01,EXP:PWOM,-0.81,-1.127029026,0.091562791,382.4001591
0.01,EXP:PWOM,-0.8,-1.098612289,0.091022554,391.822259
0.01,EXP:PWOM,-0.79,-1.071431684,0.090489489,401.2853057
0.01,EXP:PWOM,-0.78,-1.045370548,0.089962626,410.8038124
0.01,EXP:PWOM,-0.77,-1.020327758,0.089441138,420.3914508
0.01,EXP:PWOM,-0.76,-0.996215082,0.088924252,430.0612926
0.01,EXP:PWOM,-0.75,-0.972955075,0.088411297,439.8259223
0.01,EXP:PWOM,-0.74,-0.950479381,0.087901631,449.6976204
0.01,EXP:PWOM,-0.73,-0.928727364,0.087394687,459.6884337
0.01,EXP:PWOM,-0.72,-0.907644983,0.086889945,469.8102934
0.01,EXP:PWOM,-0.71,-0.887183863,0.086386884,480.0751423
0.01,EXP:PWOM,-0.7,-0.867300528,0.08588508,490.4949246
0.01,EXP:PWOM,-0.69,-0.847955755,0.085384076,501.0817743
0.01,EXP:PWOM,-0.68,-0.829114038,0.084883472,511.8480033
0.01,EXP:PWOM,-0.67,-0.810743125,0.084382871,522.8062154
0.01,EXP:PWOM,-0.66,-0.792813632,0.083881906,533.9693432
0.01,EXP:PWOM,-0.65,-0.775298706,0.083380232,545.3507232
0.01,EXP:PWOM,-0.64,-0.758173745,0.082877489,556.9641996
0.01,EXP:PWOM,-0.63,-0.741416144,0.082373347,568.8241397
0.01,EXP:PWOM,-0.62,-0.725005088,0.081867476,580.9455388
0.01,EXP:PWOM,-0.61,-0.708921359,0.081359568,593.3440678
0.01,EXP:PWOM,-0.6,-0.693147181,0.080849305,606.0361815
0.01,EXP:PWOM,-0.59,-0.677666068,0.080336381,619.0391843
0.01,EXP:PWOM,-0.58,-0.662462707,0.079820462,632.3713614
0.01,EXP:PWOM,-0.57,-0.647522845,0.079301269,646.0519676
0.01,EXP:PWOM,-0.56,-0.632833187,0.078778482,660.1014566
0.01,EXP:PWOM,-0.55,-0.618381314,0.07825179,674.5415314
0.01,EXP:PWOM,-0.54,-0.604155603,0.077720888,689.395263
0.01,EXP:PWOM,-0.53,-0.59014516,0.077185452,704.687267
0.01,EXP:PWOM,-0.52,-0.576339755,0.076645166,720.4438106
0.01,EXP:PWOM,-0.51,-0.562729769,0.076099697,736.6930256
0.01,EXP:PWOM,-0.5,-0.549306144,0.075548724,753.4650259
0.01,EXP:PWOM,-0.49,-0.536060337,0.07499189,770.792212
0.01,EXP:PWOM,-0.48,-0.522984278,0.07442886,788.709385
0.01,EXP:PWOM,-0.47,-0.510070337,0.073859253,807.2541351
0.01,EXP:PWOM,-0.46,-0.497311288,0.073282701,826.4670106
0.01,EXP:PWOM,-0.45,-0.484700279,0.072698833,846.3918723
0.01,EXP:PWOM,-0.44,-0.472230804,0.072107214,867.0763839
0.01,EXP:PWOM,-0.43,-0.459896681,0.071507448,888.5722117
0.01,EXP:PWOM,-0.42,-0.447692024,0.070899091,910.9356751
0.01,EXP:PWOM,-0.41,-0.435611223,0.070281683,934.2282094
0.01,EXP:PWOM,-0.4,-0.42364893,0.069654746,958.5169881
0.01,EXP:PWOM,-0.39,-0.411800034,0.069017763,983.8756725
0.01,EXP:PWOM,-0.38,-0.40005965,0.06837022,1010.385094
0.01,EXP:PWOM,-0.37,-0.3884231,0.067711529,1038.134409
0.01,EXP:PWOM,-0.36,-0.376885901,0.067041119,1067.221901
0.01,EXP:PWOM,-0.35,-0.365443754,0.066358347,1097.756508
0.01,EXP:PWOM,-0.34,-0.354092529,0.065662536,1129.859148
0.01,EXP:PWOM,-0.33,-0.342828254,0.064952975,1163.664442
0.01,EXP:PWOM,-0.32,-0.331647109,0.064228901,1199.322789
0.01,EXP:PWOM,-0.31,-0.320545409,0.06348948,1237.002811
0.01,EXP:PWOM,-0.3,-0.309519604,0.062733853,1276.894017
0.01,EXP:PWOM,-0.29,-0.298566264,0.061961047,1319.210542
0.01,EXP:PWOM,-0.28,-0.287682072,0.061170047,1364.19494
0.01,EXP:PWOM,-0.27,-0.276863823,0.060359751,1412.12326
0.01,EXP:PWOM,-0.26,-0.266108407,0.05952893,1463.311293
0.01,EXP:PWOM,-0.25,-0.255412812,0.058676277,1518.12163
0.01,EXP:PWOM,-0.24,-0.244774113,0.057800346,1576.973094
0.01,EXP:PWOM,-0.23,-0.234189467,0.056899545,1640.352037
0.01,EXP:PWOM,-0.22,-0.223656109,0.055972133,1708.826551
0.01,EXP:PWOM,-0.21,-0.213171347,0.055016177,1783.064667
0.01,EXP:PWOM,-0.2,-0.202732554,0.0540295,1863.8577
0.01,EXP:PWOM,-0.19,-0.192337169,0.053009693,1952.149877
0.01,EXP:PWOM,-0.18,-0.181982689,0.051954033,2049.077817
0.01,EXP:PWOM,-0.17,-0.171666664,0.050859426,2156.02267
0.01,EXP:PWOM,-0.16,-0.161386696,0.049722363,2274.679797
0.01,EXP:PWOM,-0.15,-0.151140436,0.048538768,2407.155347
0.01,EXP:PWOM,-0.14,-0.140925576,0.047303957,2556.098666
0.01,EXP:PWOM,-0.13,-0.13073985,0.046012411,2724.892676
0.01,EXP:PWOM,-0.12,-0.120581028,0.044657594,2917.929116
0.01,EXP:PWOM,-0.11,-0.110446916,0.043231642,3141.01983
0.01,EXP:PWOM,-0.1,-0.100335348,0.04172497,3402.028799
0.01,EXP:PWOM,-0.09,-0.090244188,0.04012566,3711.879271
0.01,EXP:PWOM,-0.08,-0.080171325,0.038418589,4086.225306
0.01,EXP:PWOM,-0.07,-0.070114671,0.03658401,4548.371908
0.01,EXP:PWOM,-0.06,-0.060072156,0.034595332,5134.69338
0.01,EXP:PWOM,-0.05,-0.050041729,0.032415061,5905.519274
0.01,EXP:PWOM,-0.04,-0.040021354,0.029987376,6969.316953
0.01,EXP:PWOM,-0.03,-0.030009005,0.027221931,8544.575634
0.01,EXP:PWOM,-0.02,-0.020002667,0.023953381,11154.79873
0.01,EXP:PWOM,-0.01,-0.010000333,0.019804813,16506.80137
0.1,EXP:INTENT,-0.99,-2.646652412,0.072812585,101.3189183
0.1,EXP:INTENT,-0.98,-2.297559925,0.071785513,116.0261575
0.1,EXP:INTENT,-0.97,-2.09229572,0.071051595,126.9284986
0.1,EXP:INTENT,-0.96,-1.945910149,0.070452296,136.0848512
0.1,EXP:INTENT,-0.95,-1.831780823,0.069932333,144.2208355
0.1,EXP:INTENT,-0.94,-1.738049345,0.069465154,151.6870498
0.1,EXP:INTENT,-0.93,-1.65839002,0.069035794,158.6830359
0.1,EXP:INTENT,-0.92,-1.589026915,0.068634847,165.3347362
0.1,EXP:INTENT,-0.91,-1.527524425,0.068256034,171.7275679
0.1,EXP:INTENT,-0.9,-1.47221949,0.067894851,177.9227028
0.1,EXP:INTENT,-0.89,-1.421925871,0.06754799,183.9658276
0.1,EXP:INTENT,-0.88,-1.375767657,0.067212946,189.8922615
0.1,EXP:INTENT,-0.87,-1.33307963,0.066887722,195.7301379
0.1,EXP:INTENT,-0.86,-1.293344672,0.066570763,201.5024071
0.1,EXP:INTENT,-0.85,-1.256152812,0.066260772,207.2282438
0.1,EXP:INTENT,-0.84,-1.221173518,0.065956653,212.92399
0.1,EXP:INTENT,-0.83,-1.188136404,0.065657526,218.6038042
0.1,EXP:INTENT,-0.82,-1.156817465,0.065362599,224.2802019
0.1,EXP:INTENT,-0.81,-1.127029026,0.065071222,229.9643838
0.1,EXP:INTENT,-0.8,-1.098612289,0.064782802,235.6665549
0.1,EXP:INTENT,-0.79,-1.071431684,0.064496817,241.3961255
0.1,EXP:INTENT,-0.78,-1.045370548,0.064212823,247.161877
0.1,EXP:INTENT,-0.77,-1.020327758,0.063930392,252.9721309
0.1,EXP:INTENT,-0.76,-0.996215082,0.063649173,258.8348215
0.1,EXP:INTENT,-0.75,-0.972955075,0.063368794,264.7576483
0.1,EXP:INTENT,-0.74,-0.950479381,0.063088939,270.748107
0.1,EXP:INTENT,-0.73,-0.928727364,0.062809337,276.8135607
0.1,EXP:INTENT,-0.72,-0.907644983,0.062529703,282.9613389
0.1,EXP:INTENT,-0.71,-0.887183863,0.062249767,289.1987704
0.1,EXP:INTENT,-0.7,-0.867300528,0.061969292,295.533221
0.1,EXP:INTENT,-0.69,-0.847955755,0.061688034,301.9721637
0.1,EXP:INTENT,-0.68,-0.829114038,0.061405784,308.5231926
0.1,EXP:INTENT,-0.67,-0.810743125,0.06112231,315.1941058
0.1,EXP:INTENT,-0.66,-0.792813632,0.060837408,321.9929102
0.1,EXP:INTENT,-0.65,-0.775298706,0.060550855,328.9278966
0.1,EXP:INTENT,-0.64,-0.758173745,0.060262467,336.0076328
0.1,EXP:INTENT,-0.63,-0.741416144,0.059972026,343.2410683
0.1,EXP:INTENT,-0.62,-0.725005088,0.059679341,350.637526
0.1,EXP:INTENT,-0.61,-0.708921359,0.059384213,358.206777
0.1,EXP:INTENT,-0.6,-0.693147181,0.059086446,365.9590814
0.1,EXP:INTENT,-0.59,-0.677666068,0.058785832,373.9052539
0.1,EXP:INTENT,-0.58,-0.662462707,0.058482168,382.0567045
0.1,EXP:INTENT,-0.57,-0.647522845,0.058175248,390.4255049
0.1,EXP:INTENT,-0.56,-0.632833187,0.057864877,399.0244387
0.1,EXP:INTENT,-0.55,-0.618381314,0.057550817,407.8671357
0.1,EXP:INTENT,-0.54,-0.604155603,0.057232879,416.9680428
0.1,EXP:INTENT,-0.53,-0.59014516,0.056910835,426.3426162
0.1,EXP:INTENT,-0.52,-0.576339755,0.056584435,436.0073956
0.1,EXP:INTENT,-0.51,-0.562729769,0.056253461,445.9800401
0.1,EXP:INTENT,-0.5,-0.549306144,0.055917661,456.2795352
0.1,EXP:INTENT,-0.49,-0.536060337,0.055576796,466.9262602
0.1,EXP:INTENT,-0.48,-0.522984278,0.055230585,477.9422032
0.1,EXP:INTENT,-0.47,-0.510070337,0.054878743,489.3510891
0.1,EXP:INTENT,-0.46,-0.497311288,0.054521016,501.1784901
0.1,EXP:INTENT,-0.45,-0.484700279,0.054157084,513.4521949
0.1,EXP:INTENT,-0.44,-0.472230804,0.053786642,526.202315
0.1,EXP:INTENT,-0.43,-0.459896681,0.053409369,539.4615946
0.1,EXP:INTENT,-0.42,-0.447692024,0.053024885,553.2657977
0.1,EXP:INTENT,-0.41,-0.435611223,0.052632849,567.6538759
0.1,EXP:INTENT,-0.4,-0.42364893,0.052232877,582.6685077
0.1,EXP:INTENT,-0.39,-0.411800034,0.051824566,598.3565024
0.1,EXP:INTENT,-0.38,-0.40005965,0.05140746,614.7694125
0.1,EXP:INTENT,-0.37,-0.3884231,0.050981118,631.9639707
0.1,EXP:INTENT,-0.36,-0.376885901,0.050545062,650.0029094
0.1,EXP:INTENT,-0.35,-0.365443754,0.050098735,668.955878
0.1,EXP:INTENT,-0.34,-0.354092529,0.049641612,688.9001249
0.1,EXP:INTENT,-0.33,-0.342828254,0.049173079,709.9219138
0.1,EXP:INTENT,-0.32,-0.331647109,0.048692496,732.1176888
0.1,EXP:INTENT,-0.31,-0.320545409,0.048199189,755.5956384
0.1,EXP:INTENT,-0.3,-0.309519604,0.047692388,780.4777556
0.1,EXP:INTENT,-0.29,-0.298566264,0.04717132,806.9017781
0.1,EXP:INTENT,-0.28,-0.287682072,0.046635096,835.0242218
0.1,EXP:INTENT,-0.27,-0.276863823,0.046082764,865.0234864
0.1,EXP:INTENT,-0.26,-0.266108407,0.045513307,897.1038025
0.1,EXP:INTENT,-0.25,-0.255412812,0.044925587,931.5003206
0.1,EXP:INTENT,-0.24,-0.244774113,0.04431837,968.4850641
0.1,EXP:INTENT,-0.23,-0.234189467,0.043690297,1008.374538
0.1,EXP:INTENT,-0.22,-0.223656109,0.043039832,1051.539508
0.1,EXP:INTENT,-0.21,-0.213171347,0.042365337,1098.416591
0.1,EXP:INTENT,-0.2,-0.202732554,0.041664908,1149.52459
0.1,EXP:INTENT,-0.19,-0.192337169,0.040936464,1205.484034
0.1,EXP:INTENT,-0.18,-0.181982689,0.040177657,1267.04398
0.1,EXP:INTENT,-0.17,-0.171666664,0.039385767,1335.117827
0.1,EXP:INTENT,-0.16,-0.161386696,0.038557762,1410.830185
0.1,EXP:INTENT,-0.15,-0.151140436,0.037690095,1495.583432
0.1,EXP:INTENT,-0.14,-0.140925576,0.036778679,1591.148948
0.1,EXP:INTENT,-0.13,-0.13073985,0.035818684,1699.798939
0.1,EXP:INTENT,-0.12,-0.120581028,0.034804433,1824.497411
0.1,EXP:INTENT,-0.11,-0.110446916,0.033729048,1969.189554
0.1,EXP:INTENT,-0.1,-0.100335348,0.032584156,2139.247585
0.1,EXP:INTENT,-0.09,-0.090244188,0.031359357,2342.188268
0.1,EXP:INTENT,-0.08,-0.080171325,0.030041409,2588.877054
0.1,EXP:INTENT,-0.07,-0.070114671,0.028613064,2895.652812
0.1,EXP:INTENT,-0.06,-0.060072156,0.027050973,3288.334708
0.1,EXP:INTENT,-0.05,-0.050041729,0.02532222,3810.402468
0.1,EXP:INTENT,-0.04,-0.040021354,0.023377513,4541.600174
0.1,EXP:INTENT,-0.03,-0.030009005,0.021136564,5646.995859
0.1,EXP:INTENT,-0.02,-0.020002667,0.018450387,7538.736495
0.1,EXP:INTENT,-0.01,-0.010000333,0.014968941,11665.59131
0.05,EXP:INTENT,-0.99,-2.646652412,0.08698736,98.67275545
0.05,EXP:INTENT,-0.98,-2.297559925,0.08579013,112.9410924
0.05,EXP:INTENT,-0.97,-2.09229572,0.084934418,123.5112207
0.05,EXP:INTENT,-0.96,-1.945910149,0.084235539,132.3841134
0.05,EXP:INTENT,-0.95,-1.831780823,0.083629049,140.264863
0.05,EXP:INTENT,-0.94,-1.738049345,0.083084087,147.4940792
0.05,EXP:INTENT,-0.93,-1.65839002,0.082583152,154.2656182
0.05,EXP:INTENT,-0.92,-1.589026915,0.082115337,160.701789
0.05,EXP:INTENT,-0.91,-1.527524425,0.081673278,166.8855506
0.05,EXP:INTENT,-0.9,-1.47221949,0.081251752,172.8762828
0.05,EXP:INTENT,-0.89,-1.421925871,0.080846926,178.718318
0.05,EXP:INTENT,-0.88,-1.375767657,0.080455823,184.4459431
0.05,EXP:INTENT,-0.87,-1.33307963,0.080076177,190.0864174
0.05,EXP:INTENT,-0.86,-1.293344672,0.079706129,195.6620024
0.05,EXP:INTENT,-0.85,-1.256152812,0.079344179,201.1912665
0.05,EXP:INTENT,-0.84,-1.221173518,0.07898907,206.6900213
0.05,EXP:INTENT,-0.83,-1.188136404,0.078639761,212.1719657
0.05,EXP:INTENT,-0.82,-1.156817465,0.078295333,217.6491927
0.05,EXP:INTENT,-0.81,-1.127029026,0.077955008,223.1325257
0.05,EXP:INTENT,-0.8,-1.098612289,0.077618119,228.6317941
0.05,EXP:INTENT,-0.79,-1.071431684,0.077284059,234.1560638
0.05,EXP:INTENT,-0.78,-1.045370548,0.076952288,239.7137965
0.05,EXP:INTENT,-0.77,-1.020327758,0.076622325,245.3129803
0.05,EXP:INTENT,-0.76,-0.996215082,0.076293731,250.9612488
0.05,EXP:INTENT,-0.75,-0.972955075,0.075966114,256.6659627
0.05,EXP:INTENT,-0.74,-0.950479381,0.075639101,262.4343024
0.05,EXP:INTENT,-0.73,-0.928727364,0.075312338,268.2733332
0.05,EXP:INTENT,-0.72,-0.907644983,0.074985503,274.1900542
0.05,EXP:INTENT,-0.71,-0.887183863,0.074658304,280.1914452
0.05,EXP:INTENT,-0.7,-0.867300528,0.074330462,286.284529
0.05,EXP:INTENT,-0.69,-0.847955755,0.07400168,292.4764331
0.05,EXP:INTENT,-0.68,-0.829114038,0.073671694,298.774395
0.05,EXP:INTENT,-0.67,-0.810743125,0.073340267,305.1858054
0.05,EXP:INTENT,-0.66,-0.792813632,0.073007135,311.7182851
0.05,EXP:INTENT,-0.65,-0.775298706,0.072672061,318.3796843
0.05,EXP:INTENT,-0.64,-0.758173745,0.072334819,325.1781304
0.05,EXP:INTENT,-0.63,-0.741416144,0.071995146,332.1221117
0.05,EXP:INTENT,-0.62,-0.725005088,0.071652822,339.2204476
0.05,EXP:INTENT,-0.61,-0.708921359,0.071307614,346.4823802
0.05,EXP:INTENT,-0.6,-0.693147181,0.070959296,353.9176013
0.05,EXP:INTENT,-0.59,-0.677666068,0.070607614,361.5363366
0.05,EXP:INTENT,-0.58,-0.662462707,0.070252345,369.34934
0.05,EXP:INTENT,-0.57,-0.647522845,0.069893244,377.3679984
0.05,EXP:INTENT,-0.56,-0.632833187,0.069530064,385.6043797
0.05,EXP:INTENT,-0.55,-0.618381314,0.069162555,394.0712919
0.05,EXP:INTENT,-0.54,-0.604155603,0.068790474,402.7823538
0.05,EXP:INTENT,-0.53,-0.59014516,0.068413537,411.7521221
0.05,EXP:INTENT,-0.52,-0.576339755,0.068031513,420.9960718
0.05,EXP:INTENT,-0.51,-0.562729769,0.067644071,430.5308837
0.05,EXP:INTENT,-0.5,-0.549306144,0.067250963,440.3743198
0.05,EXP:INTENT,-0.49,-0.536060337,0.066851879,450.5455311
0.05,EXP:INTENT,-0.48,-0.522984278,0.066446513,461.065107
0.05,EXP:INTENT,-0.47,-0.510070337,0.066034535,471.9552669
0.05,EXP:INTENT,-0.46,-0.497311288,0.065615631,483.2399626
0.05,EXP:INTENT,-0.45,-0.484700279,0.065189407,494.9452266
0.05,EXP:INTENT,-0.44,-0.472230804,0.064755525,507.0991755
0.05,EXP:INTENT,-0.43,-0.459896681,0.064313595,519.7324125
0.05,EXP:INTENT,-0.42,-0.447692024,0.063863211,532.8782636
0.05,EXP:INTENT,-0.41,-0.435611223,0.063403916,546.5731441
0.05,EXP:INTENT,-0.4,-0.42364893,0.062935306,560.8567398
0.05,EXP:INTENT,-0.39,-0.411800034,0.062456858,575.7727323
0.05,EXP:INTENT,-0.38,-0.40005965,0.061968066,591.3690291
0.05,EXP:INTENT,-0.37,-0.3884231,0.061468412,607.6983539
0.05,EXP:INTENT,-0.36,-0.376885901,0.06095731,624.8190061
0.05,EXP:INTENT,-0.35,-0.365443754,0.060434152,642.7955082
0.05,EXP:INTENT,-0.34,-0.354092529,0.059898267,661.6995611
0.05,EXP:INTENT,-0.33,-0.342828254,0.059348968,681.6109495
0.05,EXP:INTENT,-0.32,-0.331647109,0.058785481,702.6189109
