Alpha,Corr,r2,ztrans2,zc,N2
0.05,EXP:INTENT,-0.31,-0.320545409,0.058207024,724.8233431
0.05,EXP:INTENT,-0.3,-0.309519604,0.057612694,748.3368004
0.05,EXP:INTENT,-0.29,-0.298566264,0.057001558,773.2862379
0.05,EXP:INTENT,-0.28,-0.287682072,0.056372598,799.8156076
0.05,EXP:INTENT,-0.27,-0.276863823,0.055724691,828.0888354
0.05,EXP:INTENT,-0.26,-0.266108407,0.055056616,858.2933758
0.05,EXP:INTENT,-0.25,-0.255412812,0.054367058,890.6445509
0.05,EXP:INTENT,-0.24,-0.244774113,0.053654545,925.3912045
0.05,EXP:INTENT,-0.23,-0.234189467,0.052917481,962.8222591
0.05,EXP:INTENT,-0.22,-0.223656109,0.05215409,1003.275398
0.05,EXP:INTENT,-0.21,-0.213171347,0.0513624,1047.147813
0.05,EXP:INTENT,-0.2,-0.202732554,0.05054022,1094.909987
0.05,EXP:INTENT,-0.19,-0.192337169,0.049685091,1147.123617
0.05,EXP:INTENT,-0.18,-0.181982689,0.048794205,1204.465296
0.05,EXP:INTENT,-0.17,-0.171666664,0.047864448,1267.756905
0.05,EXP:INTENT,-0.16,-0.161386696,0.046892195,1338.008343
0.05,EXP:INTENT,-0.15,-0.151140436,0.045873333,1416.473943
0.05,EXP:INTENT,-0.14,-0.140925576,0.044803037,1504.733014
0.05,EXP:INTENT,-0.13,-0.13073985,0.043675675,1604.80273
0.05,EXP:INTENT,-0.12,-0.120581028,0.04248459,1719.302886
0.05,EXP:INTENT,-0.11,-0.110446916,0.041221741,1851.702897
0.05,EXP:INTENT,-0.1,-0.100335348,0.039877384,2006.699357
0.05,EXP:INTENT,-0.09,-0.090244188,0.038439376,2190.821124
0.05,EXP:INTENT,-0.08,-0.080171325,0.036892354,2413.431614
0.05,EXP:INTENT,-0.07,-0.070114671,0.035216292,2688.483184
0.05,EXP:INTENT,-0.06,-0.060072156,0.03338424,3037.777147
0.05,EXP:INTENT,-0.05,-0.050041729,0.031358351,3497.51746
0.05,EXP:INTENT,-0.04,-0.040021354,0.029082316,4132.906987
0.05,EXP:INTENT,-0.03,-0.030009005,0.026465298,5075.571491
0.05,EXP:INTENT,-0.02,-0.020002667,0.023341321,6641.914169
0.05,EXP:INTENT,-0.01,-0.010000333,0.019332364,9869.41993
0.01,EXP:INTENT,-0.99,-2.646652412,0.114903001,93.54086132
0.01,EXP:INTENT,-0.98,-2.297559925,0.113398487,106.9642425
0.01,EXP:INTENT,-0.97,-2.09229572,0.112322626,116.8957773
0.01,EXP:INTENT,-0.96,-1.945910149,0.111443624,125.2244187
0.01,EXP:INTENT,-0.95,-1.831780823,0.110680593,132.6155669
0.01,EXP:INTENT,-0.94,-1.738049345,0.109994775,139.3905721
0.01,EXP:INTENT,-0.93,-1.65839002,0.10936425,145.7322649
0.01,EXP:INTENT,-0.92,-1.589026915,0.108775264,151.7559838
0.01,EXP:INTENT,-0.91,-1.527524425,0.108218577,157.5399172
0.01,EXP:INTENT,-0.9,-1.47221949,0.107687662,163.139996
0.01,EXP:INTENT,-0.89,-1.421925871,0.107177653,168.5979762
0.01,EXP:INTENT,-0.88,-1.375767657,0.106684889,173.9460909
0.01,EXP:INTENT,-0.87,-1.33307963,0.106206444,179.2099914
0.01,EXP:INTENT,-0.86,-1.293344672,0.105740032,184.4105667
0.01,EXP:INTENT,-0.85,-1.256152812,0.105283753,189.5652373
0.01,EXP:INTENT,-0.84,-1.221173518,0.104836024,194.6888167
0.01,EXP:INTENT,-0.83,-1.188136404,0.104395518,199.7941247
0.01,EXP:INTENT,-0.82,-1.156817465,0.103961124,204.8924346
0.01,EXP:INTENT,-0.81,-1.127029026,0.10353184,209.9938439
0.01,EXP:INTENT,-0.8,-1.098612289,0.103106818,215.1074977
0.01,EXP:INTENT,-0.79,-1.071431684,0.102685298,220.2418107
0.01,EXP:INTENT,-0.78,-1.045370548,0.102266624,225.4046056
0.01,EXP:INTENT,-0.77,-1.020327758,0.101850162,230.6032798
0.01,EXP:INTENT,-0.76,-0.996215082,0.101435377,235.844859
0.01,EXP:INTENT,-0.75,-0.972955075,0.101021758,241.1361217
0.01,EXP:INTENT,-0.74,-0.950479381,0.100608838,246.4836544
0.01,EXP:INTENT,-0.73,-0.928727364,0.100196191,251.8939143
0.01,EXP:INTENT,-0.72,-0.907644983,0.099783397,257.3733008
0.01,EXP:INTENT,-0.71,-0.887183863,0.099370078,262.9281792
0.01,EXP:INTENT,-0.7,-0.867300528,0.098955884,268.5649314
0.01,EXP:INTENT,-0.69,-0.847955755,0.098540449,274.2900231
0.01,EXP:INTENT,-0.68,-0.829114038,0.098123451,280.1099997
0.01,EXP:INTENT,-0.67,-0.810743125,0.097704554,286.0315621
0.01,EXP:INTENT,-0.66,-0.792813632,0.097283462,292.0615614
0.01,EXP:INTENT,-0.65,-0.775298706,0.09685985,298.2070833
0.01,EXP:INTENT,-0.64,-0.758173745,0.096433421,304.475441
0.01,EXP:INTENT,-0.63,-0.741416144,0.096003874,310.8742328
0.01,EXP:INTENT,-0.62,-0.725005088,0.095570918,317.4113672
0.01,EXP:INTENT,-0.61,-0.708921359,0.095134259,324.09511
0.01,EXP:INTENT,-0.6,-0.693147181,0.094693579,330.934147
0.01,EXP:INTENT,-0.59,-0.677666068,0.094248603,337.9375614
0.01,EXP:INTENT,-0.58,-0.662462707,0.093799021,345.1149529
0.01,EXP:INTENT,-0.57,-0.647522845,0.09334452,352.4764542
0.01,EXP:INTENT,-0.56,-0.632833187,0.092884801,360.0327703
0.01,EXP:INTENT,-0.55,-0.618381314,0.092419542,367.7952703
0.01,EXP:INTENT,-0.54,-0.604155603,0.0919484,375.7760513
0.01,EXP:INTENT,-0.53,-0.59014516,0.091471078,383.987928
0.01,EXP:INTENT,-0.52,-0.576339755,0.090987201,392.4446536
0.01,EXP:INTENT,-0.51,-0.562729769,0.090496436,401.1608637
0.01,EXP:INTENT,-0.5,-0.549306144,0.089998385,410.1522965
0.01,EXP:INTENT,-0.49,-0.536060337,0.089492707,419.435743
0.01,EXP:INTENT,-0.48,-0.522984278,0.088978996,429.0293178
0.01,EXP:INTENT,-0.47,-0.510070337,0.088456824,438.9525311
0.01,EXP:INTENT,-0.46,-0.497311288,0.087925755,449.2264214
0.01,EXP:INTENT,-0.45,-0.484700279,0.087385383,459.8736492
0.01,EXP:INTENT,-0.44,-0.472230804,0.086835183,470.9189081
0.01,EXP:INTENT,-0.43,-0.459896681,0.086274713,482.3888206
0.01,EXP:INTENT,-0.42,-0.447692024,0.085703409,494.3124886
0.01,EXP:INTENT,-0.41,-0.435611223,0.08512074,506.721522
0.01,EXP:INTENT,-0.4,-0.42364893,0.084526124,519.6504668
0.01,EXP:INTENT,-0.39,-0.411800034,0.08391894,533.1371385
0.01,EXP:INTENT,-0.38,-0.40005965,0.083298555,547.2229682
0.01,EXP:INTENT,-0.37,-0.3884231,0.082664266,561.9535684
0.01,EXP:INTENT,-0.36,-0.376885901,0.082015344,577.3791779
0.01,EXP:INTENT,-0.35,-0.365443754,0.081350997,593.555352
0.01,EXP:INTENT,-0.34,-0.354092529,0.080670394,610.5436178
0.01,EXP:INTENT,-0.33,-0.342828254,0.079972622,628.4124264
0.01,EXP:INTENT,-0.32,-0.331647109,0.079256735,647.2379916
0.01,EXP:INTENT,-0.31,-0.320545409,0.078521684,667.1056415
0.01,EXP:INTENT,-0.3,-0.309519604,0.077766357,688.1110782
0.01,EXP:INTENT,-0.29,-0.298566264,0.076989552,710.3620889
0.01,EXP:INTENT,-0.28,-0.287682072,0.076189947,733.9805921
0.01,EXP:INTENT,-0.27,-0.276863823,0.075366118,759.1049481
0.01,EXP:INTENT,-0.26,-0.266108407,0.07451652,785.8928964
0.01,EXP:INTENT,-0.25,-0.255412812,0.073639472,814.5250747
0.01,EXP:INTENT,-0.24,-0.244774113,0.072733084,845.2096058
0.01,EXP:INTENT,-0.23,-0.234189467,0.071795341,878.1871155
0.01,EXP:INTENT,-0.22,-0.223656109,0.070823958,913.7379443
0.01,EXP:INTENT,-0.21,-0.213171347,0.069816431,952.1903672
0.01,EXP:INTENT,-0.2,-0.202732554,0.068769971,993.9315367
0.01,EXP:INTENT,-0.19,-0.192337169,0.067681436,1039.421568
0.01,EXP:INTENT,-0.18,-0.181982689,0.066547309,1089.211539
0.01,EXP:INTENT,-0.17,-0.171666664,0.065363585,1143.967647
0.01,EXP:INTENT,-0.16,-0.161386696,0.064125713,1204.503053
0.01,EXP:INTENT,-0.15,-0.151140436,0.062828438,1271.821584
0.01,EXP:INTENT,-0.14,-0.140925576,0.061465711,1347.177275
0.01,EXP:INTENT,-0.13,-0.13073985,0.060030423,1432.159288
0.01,EXP:INTENT,-0.12,-0.120581028,0.058514185,1528.812963
0.01,EXP:INTENT,-0.11,-0.110446916,0.056906948,1639.818971
0.01,EXP:INTENT,-0.1,-0.100335348,0.055196503,1768.764898
0.01,EXP:INTENT,-0.09,-0.090244188,0.053367782,1920.57077
0.01,EXP:INTENT,-0.08,-0.080171325,0.051401729,2102.18461
0.01,EXP:INTENT,-0.07,-0.070114671,0.049273764,2323.767932
0.01,EXP:INTENT,-0.06,-0.060072156,0.046950997,2600.847505
0.01,EXP:INTENT,-0.05,-0.050041729,0.04438781,2958.493227
0.01,EXP:INTENT,-0.04,-0.040021354,0.041517313,3440.246657
0.01,EXP:INTENT,-0.03,-0.030009005,0.038233958,4129.744217
0.01,EXP:INTENT,-0.02,-0.020002667,0.03435158,5213.646963
0.01,EXP:INTENT,-0.01,-0.010000333,0.029473596,7228.794917
0.1,EXP:ENJOY,-0.99,-2.646652412,0.078239088,32.98441037
0.1,EXP:ENJOY,-0.98,-2.297559925,0.077845569,37.46417671
0.1,EXP:ENJOY,-0.97,-2.09229572,0.077557799,40.78363623
0.1,EXP:ENJOY,-0.96,-1.945910149,0.077318625,43.57054589
0.1,EXP:ENJOY,-0.95,-1.831780823,0.077108018,46.04612391
0.1,EXP:ENJOY,-0.94,-1.738049345,0.076916308,48.31724881
0.1,EXP:ENJOY,-0.93,-1.65839002,0.076738025,50.4447421
0.1,EXP:ENJOY,-0.92,-1.589026915,0.076569694,52.4669926
0.1,EXP:ENJOY,-0.91,-1.527524425,0.076408999,54.41002742
0.1,EXP:ENJOY,-0.9,-1.47221949,0.076254281,56.29247866
0.1,EXP:ENJOY,-0.89,-1.421925871,0.076104298,58.12826123
0.1,EXP:ENJOY,-0.88,-1.375767657,0.075958107,59.92812733
0.1,EXP:ENJOY,-0.87,-1.33307963,0.075814952,61.70063678
0.1,EXP:ENJOY,-0.86,-1.293344672,0.075674238,63.45276829
0.1,EXP:ENJOY,-0.85,-1.256152812,0.075535464,65.19034852
0.1,EXP:ENJOY,-0.84,-1.221173518,0.075398213,66.91833438
0.1,EXP:ENJOY,-0.83,-1.188136404,0.075262123,68.64102509
0.1,EXP:ENJOY,-0.82,-1.156817465,0.075126878,70.36221145
0.1,EXP:ENJOY,-0.81,-1.127029026,0.074992223,72.08527894
0.1,EXP:ENJOY,-0.8,-1.098612289,0.074857896,73.81331666
0.1,EXP:ENJOY,-0.79,-1.071431684,0.074723699,75.54915542
0.1,EXP:ENJOY,-0.78,-1.045370548,0.074589409,77.29545308
0.1,EXP:ENJOY,-0.77,-1.020327758,0.074454847,79.05470867
0.1,EXP:ENJOY,-0.76,-0.996215082,0.074319865,80.82929924
0.1,EXP:ENJOY,-0.75,-0.972955075,0.074184265,82.62154476
0.1,EXP:ENJOY,-0.74,-0.950479381,0.074047912,84.43368153
0.1,EXP:ENJOY,-0.73,-0.928727364,0.073910683,86.26790324
0.1,EXP:ENJOY,-0.72,-0.907644983,0.07377238,88.12642197
0.1,EXP:ENJOY,-0.71,-0.887183863,0.073632928,90.01138794
0.1,EXP:ENJOY,-0.7,-0.867300528,0.073492135,91.92502351
0.1,EXP:ENJOY,-0.69,-0.847955755,0.073349905,93.86952572
0.1,EXP:ENJOY,-0.68,-0.829114038,0.073206108,95.84714868
0.1,EXP:ENJOY,-0.67,-0.810743125,0.07306058,97.86021565
0.1,EXP:ENJOY,-0.66,-0.792813632,0.072913224,99.91107564
0.1,EXP:ENJOY,-0.65,-0.775298706,0.07276389,102.0021807
0.1,EXP:ENJOY,-0.64,-0.758173745,0.072612425,104.136072
0.1,EXP:ENJOY,-0.63,-0.741416144,0.07245873,106.3153557
0.1,EXP:ENJOY,-0.62,-0.725005088,0.072302633,108.542794
0.1,EXP:ENJOY,-0.61,-0.708921359,0.072144004,110.8212445
0.1,EXP:ENJOY,-0.6,-0.693147181,0.071982695,113.1537155
0.1,EXP:ENJOY,-0.59,-0.677666068,0.071818534,115.5433837
0.1,EXP:ENJOY,-0.58,-0.662462707,0.07165139,117.9935637
0.1,EXP:ENJOY,-0.57,-0.647522845,0.071481073,120.5077976
0.1,EXP:ENJOY,-0.56,-0.632833187,0.071307426,123.0898061
0.1,EXP:ENJOY,-0.55,-0.618381314,0.071130278,125.7435413
0.1,EXP:ENJOY,-0.54,-0.604155603,0.070949418,128.4732316
0.1,EXP:ENJOY,-0.53,-0.59014516,0.07076467,131.2833469
0.1,EXP:ENJOY,-0.52,-0.576339755,0.070575811,134.1786879
0.1,EXP:ENJOY,-0.51,-0.562729769,0.070382647,137.1643545
0.1,EXP:ENJOY,-0.5,-0.549306144,0.070184925,140.245853
0.1,EXP:ENJOY,-0.49,-0.536060337,0.06998243,143.4290463
0.1,EXP:ENJOY,-0.48,-0.522984278,0.069774879,146.7202914
0.1,EXP:ENJOY,-0.47,-0.510070337,0.069562028,150.126384
0.1,EXP:ENJOY,-0.46,-0.497311288,0.069343588,153.654683
0.1,EXP:ENJOY,-0.45,-0.484700279,0.069119239,157.3131651
0.1,EXP:ENJOY,-0.44,-0.472230804,0.06888866,161.110449
0.1,EXP:ENJOY,-0.43,-0.459896681,0.068651526,165.0558715
0.1,EXP:ENJOY,-0.42,-0.447692024,0.068407441,169.1596441
0.1,EXP:ENJOY,-0.41,-0.435611223,0.068156042,173.4328283
0.1,EXP:ENJOY,-0.4,-0.42364893,0.067896881,177.8875736
0.1,EXP:ENJOY,-0.39,-0.411800034,0.067629514,182.537139
0.1,EXP:ENJOY,-0.38,-0.40005965,0.067353451,187.396088
0.1,EXP:ENJOY,-0.37,-0.3884231,0.06706817,192.4804336
0.1,EXP:ENJOY,-0.36,-0.376885901,0.066773113,197.807823
0.1,EXP:ENJOY,-0.35,-0.365443754,0.066467662,203.3977886
0.1,EXP:ENJOY,-0.34,-0.354092529,0.066151161,209.2719623
0.1,EXP:ENJOY,-0.33,-0.342828254,0.065822879,215.4544287
0.1,EXP:ENJOY,-0.32,-0.331647109,0.065482043,221.9720065
0.1,EXP:ENJOY,-0.31,-0.320545409,0.0651278,228.8547215
0.1,EXP:ENJOY,-0.3,-0.309519604,0.064759208,236.1362944
0.1,EXP:ENJOY,-0.29,-0.298566264,0.064375257,243.8546782
0.1,EXP:ENJOY,-0.28,-0.287682072,0.063974843,252.0527837
0.1,EXP:ENJOY,-0.27,-0.276863823,0.063556699,260.7794325
0.1,EXP:ENJOY,-0.26,-0.266108407,0.063119505,270.0901516
0.1,EXP:ENJOY,-0.25,-0.255412812,0.062661722,280.0487114
0.1,EXP:ENJOY,-0.24,-0.244774113,0.062181688,290.7284401
0.1,EXP:ENJOY,-0.23,-0.234189467,0.061677533,302.2142611
0.1,EXP:ENJOY,-0.22,-0.223656109,0.061147186,314.6049924
0.1,EXP:ENJOY,-0.21,-0.213171347,0.060588282,328.0165012
0.1,EXP:ENJOY,-0.2,-0.202732554,0.059998181,342.5853869
0.1,EXP:ENJOY,-0.19,-0.192337169,0.059373874,358.4740052
0.1,EXP:ENJOY,-0.18,-0.181982689,0.058711955,375.8767798
0.1,EXP:ENJOY,-0.17,-0.171666664,0.058008468,395.0288598
0.1,EXP:ENJOY,-0.16,-0.161386696,0.057258916,416.2170528
0.1,EXP:ENJOY,-0.15,-0.151140436,0.056458027,439.7954407
0.1,EXP:ENJOY,-0.14,-0.140925576,0.055599648,466.2062626
0.1,EXP:ENJOY,-0.13,-0.13073985,0.054676496,496.0096761
0.1,EXP:ENJOY,-0.12,-0.120581028,0.053679877,529.9263327
0.1,EXP:ENJOY,-0.11,-0.110446916,0.052599306,568.8999915
0.1,EXP:ENJOY,-0.1,-0.100335348,0.051421954,614.1924986
0.1,EXP:ENJOY,-0.09,-0.090244188,0.050131837,667.5326565
0.1,EXP:ENJOY,-0.08,-0.080171325,0.048708721,731.357713
0.1,EXP:ENJOY,-0.07,-0.070114671,0.047126299,809.226141
0.1,EXP:ENJOY,-0.06,-0.060072156,0.045349428,906.5607402
0.1,EXP:ENJOY,-0.05,-0.050041729,0.043329318,1032.088712
0.1,EXP:ENJOY,-0.04,-0.040021354,0.040994756,1200.896691
0.1,EXP:ENJOY,-0.03,-0.030009005,0.038234085,1441.773158
0.1,EXP:ENJOY,-0.02,-0.020002667,0.034852768,1818.306507
0.1,EXP:ENJOY,-0.01,-0.010000333,0.03044457,2510.005783
0.05,EXP:ENJOY,-0.99,-2.646652412,0.093488122,30.52474264
0.05,EXP:ENJOY,-0.98,-2.297559925,0.093055228,34.62366596
0.05,EXP:ENJOY,-0.97,-2.09229572,0.092738526,37.65872286
0.05,EXP:ENJOY,-0.96,-1.945910149,0.092475277,40.20540478
0.05,EXP:ENJOY,-0.95,-1.831780823,0.092243413,42.46648986
0.05,EXP:ENJOY,-0.94,-1.738049345,0.092032306,44.53992737
0.05,EXP:ENJOY,-0.93,-1.65839002,0.091835949,46.48144735
0.05,EXP:ENJOY,-0.92,-1.589026915,0.091650547,48.32621246
0.05,EXP:ENJOY,-0.91,-1.527524425,0.091473508,50.09807365
0.05,EXP:ENJOY,-0.9,-1.47221949,0.091303038,51.81408234
0.05,EXP:ENJOY,-0.89,-1.421925871,0.091137763,53.48697825
0.05,EXP:ENJOY,-0.88,-1.375767657,0.09097663,55.12660335
0.05,EXP:ENJOY,-0.87,-1.33307963,0.090818848,56.74077237
0.05,EXP:ENJOY,-0.86,-1.293344672,0.090663715,58.33587748
0.05,EXP:ENJOY,-0.85,-1.256152812,0.090510714,59.91722789
0.05,EXP:ENJOY,-0.84,-1.221173518,0.090359369,61.48935231
0.05,EXP:ENJOY,-0.83,-1.188136404,0.090209286,63.05616793
0.05,EXP:ENJOY,-0.82,-1.156817465,0.090060129,64.62112181
0.05,EXP:ENJOY,-0.81,-1.127029026,0.089911588,66.18730267
0.05,EXP:ENJOY,-0.8,-1.098612289,0.089763408,67.75750479
0.05,EXP:ENJOY,-0.79,-1.071431684,0.089615337,69.3343076
0.05,EXP:ENJOY,-0.78,-1.045370548,0.089467152,70.92011104
0.05,EXP:ENJOY,-0.77,-1.020327758,0.089318664,72.51717066
0.05,EXP:ENJOY,-0.76,-0.996215082,0.089169673,74.12764713
0.05,EXP:ENJOY,-0.75,-0.972955075,0.089019988,75.75362387
0.05,EXP:ENJOY,-0.74,-0.950479381,0.08886948,77.3971022
0.05,EXP:ENJOY,-0.73,-0.928727364,0.088717944,79.06008454
0.05,EXP:ENJOY,-0.72,-0.907644983,0.088565244,80.74452258
0.05,EXP:ENJOY,-0.71,-0.887183863,0.088411217,82.45237678
0.05,EXP:ENJOY,-0.7,-0.867300528,0.088255732,84.18559938
0.05,EXP:ENJOY,-0.69,-0.847955755,0.088098612,85.94618764
0.05,EXP:ENJOY,-0.68,-0.829114038,0.087939752,87.73613236
0.05,EXP:ENJOY,-0.67,-0.810743125,0.08777897,89.55750808
0.05,EXP:ENJOY,-0.66,-0.792813632,0.087616121,91.41242244
0.05,EXP:ENJOY,-0.65,-0.775298706,0.087451078,93.30303638
0.05,EXP:ENJOY,-0.64,-0.758173745,0.087283678,95.23160376
0.05,EXP:ENJOY,-0.63,-0.741416144,0.087113768,97.20045728
0.05,EXP:ENJOY,-0.62,-0.725005088,0.086941201,99.21202196
0.05,EXP:ENJOY,-0.61,-0.708921359,0.086765798,101.2688482
0.05,EXP:ENJOY,-0.6,-0.693147181,0.086587403,103.3735895
0.05,EXP:ENJOY,-0.59,-0.677666068,0.086405852,105.5290371
0.05,EXP:ENJOY,-0.58,-0.662462707,0.086220962,107.738137
0.05,EXP:ENJOY,-0.57,-0.647522845,0.086032534,110.0040076
0.05,EXP:ENJOY,-0.56,-0.632833187,0.08584041,112.3299105
0.05,EXP:ENJOY,-0.55,-0.618381314,0.085644367,114.719348
0.05,EXP:ENJOY,-0.54,-0.604155603,0.0854442,117.1760166
0.05,EXP:ENJOY,-0.53,-0.59014516,0.085239687,119.7038592
0.05,EXP:ENJOY,-0.52,-0.576339755,0.085030606,122.3070695
0.05,EXP:ENJOY,-0.51,-0.562729769,0.084816722,124.9901286
0.05,EXP:ENJOY,-0.5,-0.549306144,0.084597762,127.7578541
0.05,EXP:ENJOY,-0.49,-0.536060337,0.084373476,130.6153801
0.05,EXP:ENJOY,-0.48,-0.522984278,0.084143563,133.5682527
0.05,EXP:ENJOY,-0.47,-0.510070337,0.083907731,136.6224148
0.05,EXP:ENJOY,-0.46,-0.497311288,0.083665669,139.7842781
0.05,EXP:ENJOY,-0.45,-0.484700279,0.083417019,143.0607896
0.05,EXP:ENJOY,-0.44,-0.472230804,0.083161423,146.4594487
0.05,EXP:ENJOY,-0.43,-0.459896681,0.082898501,149.9883837
0.05,EXP:ENJOY,-0.42,-0.447692024,0.082627849,153.6564234
0.05,EXP:ENJOY,-0.41,-0.435611223,0.082349013,157.4732011
0.05,EXP:ENJOY,-0.4,-0.42364893,0.082061524,161.4492084
0.05,EXP:ENJOY,-0.39,-0.411800034,0.081764887,165.5959058
0.05,EXP:ENJOY,-0.38,-0.40005965,0.081458534,169.9258931
0.05,EXP:ENJOY,-0.37,-0.3884231,0.081141907,174.4529455
0.05,EXP:ENJOY,-0.36,-0.376885901,0.080814335,179.1923131
0.05,EXP:ENJOY,-0.35,-0.365443754,0.080475176,184.1607245
0.05,EXP:ENJOY,-0.34,-0.354092529,0.080123649,189.3768094
0.05,EXP:ENJOY,-0.33,-0.342828254,0.079758978,194.8611451
0.05,EXP:ENJOY,-0.32,-0.331647109,0.079380267,200.6367119
0.05,EXP:ENJOY,-0.31,-0.320545409,0.078986566,206.7291358
0.05,EXP:ENJOY,-0.3,-0.309519604,0.078576844,213.1671115
0.05,EXP:ENJOY,-0.29,-0.298566264,0.078149942,219.9829489
0.05,EXP:ENJOY,-0.28,-0.287682072,0.077704615,227.2130614
0.05,EXP:ENJOY,-0.27,-0.276863823,0.077239481,234.8987194
0.05,EXP:ENJOY,-0.26,-0.266108407,0.076752998,243.0869067
0.05,EXP:ENJOY,-0.25,-0.255412812,0.076243494,251.8312399
0.05,EXP:ENJOY,-0.24,-0.244774113,0.075709088,261.19333
0.05,EXP:ENJOY,-0.23,-0.234189467,0.075147686,271.2442822
0.05,EXP:ENJOY,-0.22,-0.223656109,0.074556958,282.0665867
0.05,EXP:ENJOY,-0.21,-0.213171347,0.073934233,293.7566812
0.05,EXP:ENJOY,-0.2,-0.202732554,0.07327658,306.4277062
0.05,EXP:ENJOY,-0.19,-0.192337169,0.072580616,320.2137167
0.05,EXP:ENJOY,-0.18,-0.181982689,0.071842513,335.2745472
0.05,EXP:ENJOY,-0.17,-0.171666664,0.071057864,351.8025297
0.05,EXP:ENJOY,-0.16,-0.161386696,0.070221591,370.0312255
0.05,EXP:ENJOY,-0.15,-0.151140436,0.06932782,390.2471666
0.05,EXP:ENJOY,-0.14,-0.140925576,0.068369652,412.8061531
0.05,EXP:ENJOY,-0.13,-0.13073985,0.067338977,438.1555997
0.05,EXP:ENJOY,-0.12,-0.120581028,0.066226082,466.8668383
0.05,EXP:ENJOY,-0.11,-0.110446916,0.065019299,499.681475
0.05,EXP:ENJOY,-0.1,-0.100335348,0.063704347,537.5814535
0.05,EXP:ENJOY,-0.09,-0.090244188,0.062263559,581.896383
0.05,EXP:ENJOY,-0.08,-0.080171325,0.060674586,634.4761921
0.05,EXP:ENJOY,-0.07,-0.070114671,0.058908555,697.9790971
0.05,EXP:ENJOY,-0.06,-0.060072156,0.056927163,776.3786695
0.05,EXP:ENJOY,-0.05,-0.050041729,0.054677708,875.9186837
0.05,EXP:ENJOY,-0.04,-0.040021354,0.052084248,1007.065516
0.05,EXP:ENJOY,-0.03,-0.030009005,0.049030166,1188.973233
0.05,EXP:ENJOY,-0.02,-0.020002667,0.045318445,1461.449897
0.05,EXP:ENJOY,-0.01,-0.010000333,0.040560892,1925.969256
0.01,EXP:ENJOY,-0.99,-2.646652412,0.123536039,25.75726806
0.01,EXP:ENJOY,-0.98,-2.297559925,0.123060366,29.12466677
0.01,EXP:ENJOY,-0.97,-2.09229572,0.122712191,31.61450121
0.01,EXP:ENJOY,-0.96,-1.945910149,0.122422621,33.7013699
0.01,EXP:ENJOY,-0.95,-1.831780823,0.122167473,35.55243258
0.01,EXP:ENJOY,-0.94,-1.738049345,0.121935105,37.24840786
0.01,EXP:ENJOY,-0.93,-1.65839002,0.121718886,38.83521649
0.01,EXP:ENJOY,-0.92,-1.589026915,0.121514662,40.34181579
0.01,EXP:ENJOY,-0.91,-1.527524425,0.12131961,41.78783467
0.01,EXP:ENJOY,-0.9,-1.47221949,0.121131718,43.18731153
0.01,EXP:ENJOY,-0.89,-1.421925871,0.120949525,44.55070772
0.01,EXP:ENJOY,-0.88,-1.375767657,0.120771856,45.88611415
0.01,EXP:ENJOY,-0.87,-1.33307963,0.120597819,47.19994799
0.01,EXP:ENJOY,-0.86,-1.293344672,0.12042669,48.49743646
0.01,EXP:ENJOY,-0.85,-1.256152812,0.120257856,49.78293611
0.01,EXP:ENJOY,-0.84,-1.221173518,0.120090808,51.06014364
0.01,EXP:ENJOY,-0.83,-1.188136404,0.119925122,52.3322506
0.01,EXP:ENJOY,-0.82,-1.156817465,0.119760415,53.60206586
0.01,EXP:ENJOY,-0.81,-1.127029026,0.119596363,54.87209262
0.01,EXP:ENJOY,-0.8,-1.098612289,0.119432651,56.14460465
0.01,EXP:ENJOY,-0.79,-1.071431684,0.119269035,57.42167437
0.01,EXP:ENJOY,-0.78,-1.045370548,0.119105275,58.70523194
0.01,EXP:ENJOY,-0.77,-1.020327758,0.118941111,59.99710859
0.01,EXP:ENJOY,-0.76,-0.996215082,0.118776376,61.29901361
0.01,EXP:ENJOY,-0.75,-0.972955075,0.11861083,62.61262331
0.01,EXP:ENJOY,-0.74,-0.950479381,0.118444324,63.93952954
0.01,EXP:ENJOY,-0.73,-0.928727364,0.118276665,65.28131057
0.01,EXP:ENJOY,-0.72,-0.907644983,0.11810767,66.6395227
0.01,EXP:ENJOY,-0.71,-0.887183863,0.117937186,68.01569983
0.01,EXP:ENJOY,-0.7,-0.867300528,0.117765029,69.41139449
0.01,EXP:ENJOY,-0.69,-0.847955755,0.117591032,70.82816211
0.01,EXP:ENJOY,-0.68,-0.829114038,0.117415047,72.26756987
0.01,EXP:ENJOY,-0.67,-0.810743125,0.117236909,73.73122278
0.01,EXP:ENJOY,-0.66,-0.792813632,0.117056462,75.22075699
0.01,EXP:ENJOY,-0.65,-0.775298706,0.116873509,76.73787535
0.01,EXP:ENJOY,-0.64,-0.758173745,0.116687918,78.28429878
0.01,EXP:ENJOY,-0.63,-0.741416144,0.116499491,79.86184529
0.01,EXP:ENJOY,-0.62,-0.725005088,0.116308064,81.47238182
0.01,EXP:ENJOY,-0.61,-0.708921359,0.116113441,83.11787052
0.01,EXP:ENJOY,-0.6,-0.693147181,0.115915465,84.80033773
0.01,EXP:ENJOY,-0.59,-0.677666068,0.115713932,86.52193056
0.01,EXP:ENJOY,-0.58,-0.662462707,0.115508635,88.28490445
0.01,EXP:ENJOY,-0.57,-0.647522845,0.11529937,90.09162848
